DISTRITO,CEP,LOGRADOURO
390,9910070,RUA CHARLES GOMES DE FRANÇA (P
390,9910080,RUA VICENTE FELIPE CELESTINO (
390,9910110,RUA JÚLIO PRESTES (PRQ S SETEM
390,9910115,RUA EPITÁCIO PESSOA (PRQ S SET
390,9910120,RUA COIMBRA (PRQ S SETEMBRO)
390,9910130,RUA IDA ESPAGIARI MARTINS (PRQ
390,9910140,AVENIDA NOSSA SENHORA DAS VITÓ
390,9910150,RUA DA INDEPENDÊNCIA (PRQ S SE
390,9910160,RUA PRIMEIRO SARGENTO NESTOR R
390,9910170,AVENIDA ALDA (PRQ S SETEMBRO)
390,9910180,RUA JAPÃO (PRQ S SETEMBRO)
390,9910190,RUA WASHINGTON LUIZ (PRQ S SET
390,9910200,RUA OSVALDO CRUZ (PRQ S SETEMB
390,9910220,RUA NATAL (PRQ S SETEMBRO)
390,9910225,RUA JÁCOMO SPAGIARI (PRQ S SET
390,9910230,RUA DOUTOR MÁRIO SANTALÚCIA (J
390,9910240,RUA SAQUAREMA (PRQ S SETEMBRO)
390,9910250,RUA ORIENTE MONTI
390,9910260,RUA FUMINOBU SHIMIZU
390,9910300,RUA CANANÉIA
390,9910310,RUA ILHÉUS (PRQ S SETEMBRO)
390,9910320,RUA ARARUAMA (PRQ S SETEMBRO)
390,9910330,RUA ANGRA DOS REIS (PRQ S SETE
390,9910340,RUA PAQUETÁ (PRQ S SETEMBRO)
390,9910350,RUA VICENTE ÁDAMO ZARA
390,9910360,RUA ITAGUARÉ
390,9910370,RUA MANTIQUEIRA
390,9910380,AVENIDA SÃO JOSÉ
391,9910400,RUA JOÃO THEODORO GENESI
391,9910440,RUA VISCONDE DE OURO PRETO (JD
391,9910450,RUA VISCONDE DE CABO FRIO (JD
391,9910460,RUA VISCONDE DE INHAÚMA (JD RE
391,9910470,AVENIDA VISCONDE DO RIO BRANCO
391,9910480,RUA PARTICULAR JAFET (JD REY)
391,9910490,PRAÇA JOSÉ DILERMANDO
391,9910500,RUA ADELINO TINTI
391,9910520,RUA VISCONDE DE ITABORAÍ (JD R
391,9910530,RUA VISCONDE DE TAUNAY (JD REY
391,9910535,RUA VISCONDE DE CAIRU (JD REY)
391,9910540,RUA VISCONDE DE PELOTAS (JD RE
391,9910550,AVENIDA SENADOR VITORINO FREIR
391,9910560,RUA VISCONDE DE MAUÁ (JD REY)
391,9910570,RUA JOÃO CAETANO DE SOUZA (JD
391,9910580,RUA SÃO JOÃO (JD RECANTO)
391,9910610,RUA SÃO RAFAEL
391,9910620,RUA SÃO PEDRO
391,9910630,RUA SÃO MANOEL
391,9910640,RUA SANTO ANTÔNIO
391,9910650,RUA ARI BARROSO
391,9910660,RUA GRACIOSA (PRQ S SETEMBRO)
391,9910670,RUA JOÃO TANOSOVICI
391,9910680,RUA MARIA DE SOUZA MITRE
391,9910690,RUA SEBASTIANA MACHADO TEODORO
391,9910700,RUA SÃO GENARO
391,9910710,RUA ANTÔNIO CARLOS LUZ
391,9910720,RUA MANOEL DA NÓBREGA (PRQ S S
391,9910730,RUA ANCHIETA
391,9910740,RUA MARLEY
391,9910750,RUA JOSÉ DE ALENCAR
391,9910760,RUA CARMINE FLAUTO
391,9910770,RUA REGENTE FEIJÓ
391,9910989,RUA MANOEL DA NOBREGA
392,9912000,RUA GENERAL RONDON
392,9912010,AVENIDA SETE DE SETEMBRO (JD R
392,9912020,RUA MARECHAL DEODORO
392,9912030,RUA MARECHAL FLORIANO
392,9912040,RUA JOAQUIM NABUCO
392,9912050,PRAÇA ANTÔNIO MOTTA FILHO
392,9912060,RUA JOSÉ DO PATROCÍNIO
392,9912080,RUA CIDADE DE SANTO ANDRÉ
392,9912090,RUA CIDADE DE SUZANO
392,9912100,RUA CIDADE DE RIBEIRÃO PIRES
392,9912120,RUA CIDADE DE JUNDIAÍ
392,9912130,RUA PRIMEIRO DE MAIO (JD STA D
392,9912140,RUA DEZENOVE DE NOVEMBRO (JD S
392,9912150,RUA VINTE E UM DE ABRIL (JD ST
392,9912160,PRAÇA LIONS CLUBE
392,9912170,RUA ALMIRANTE BARROSO (JD STA
392,9912180,RUA TUIUTI (VL DIADEMA)
392,9912190,AVENIDA RIACHUELO
392,9912200,RUA HUMAITÁ (VL DIADEMA)
392,9912201,PASSAGEM TUIUTI (VL DIADEMA)
392,9912205,TRAVESSA CÍCERO DO NASCIMENTO
392,9912207,TRAVESSA PETROMÍLIO FRANCISCO
392,9912210,RUA CIDADE DE MAUÁ
392,9912220,RUA ITORORÓ (VL DIADEMA)
392,9912230,RUA BANDEIRANTES
392,9912235,TRAVESSA BANDEIRANTES
392,9912240,RUA CARLOS GOMES
392,9912250,RUA SANTO DIAS
392,9912260,RUA BILAC
392,9912263,RUA IRAJÁ
392,9912265,RUA ATIBAIA
392,9912268,RUA IGUATEMI
392,9912270,TRAVESSA BILAC
392,9912280,RUA FRANCISCO FERREIRA (VL DIA
392,9912300,PASSAGEM NOVA ALEGRIA (VERA CR
392,9912320,RUA ESTRELA CADENTE (VERA CRUZ
392,9912340,PASSAGEM DOS REIS MAGOS (VERA
393,9913000,AVENIDA PRESIDENTE KENNEDY (JD
393,9913010,RUA LÍDIA BLANK (JD PITANGUEIR
393,9913020,RUA SANTO INÁCIO (JD PITANGUEI
393,9913030,RUA SÃO NICOLAU (JD PITANGUEIR
393,9913040,RUA SÃO CRISTÓVÃO (JD PITANGUE
393,9913050,RUA SÃO MARCOS (JD PITANGUEIRA
393,9913060,RUA SÃO LUCAS (JD PITANGUEIRAS
393,9913070,RUA SANTO AGOSTINHO (JD PITANG
393,9913080,RUA SÃO GABRIEL (JD PITANGUEIR
393,9913090,RUA SANTO AMARO (JD PITANGUEIR
393,9913110,RUA PADRE MARCELINO CHAMPAGNAT
393,9913120,RUA PADRE MANOEL VIEIRA (VL EL
393,9913130,AVENIDA ASSEMBLÉIA (VL ÉLIDA)
393,9913140,RUA PADRE BENTO DIAS PACHECO (
393,9913150,RUA GENERAL VICENTE DE PAULA D
393,9913160,RUA DUQUE DE CAXIAS (VL ÉLIDA)
393,9913190,RUA TENENTE OSCAR NUNES (VL ÉL
393,9913195,RUA ENCARNAÇÃO ALCARDE MACIEL
393,9913200,RUA VEREADOR JORGE FERREIRA (V
393,9913210,RUA MARECHAL JUAREZ TÁVORA (VL
393,9913220,RUA MARECHAL EURICO GASPAR DUT
393,9913230,RUA MONTE CASTELO (VL ÉLIDA)
393,9913240,RUA DA CONSTITUIÇÃO (VL ÉLIDA)
391,9914000,RUA VINÍCIUS DE MORAES (JD ROS
391,9914010,RUA CORA CORALINA (JD ROSINHA)
391,9914040,RUA CECÍLIA MEIRELES (JD ROSIN
391,9914050,RUA CACILDA BECKER (JD ROSINHA
391,9914060,RUA TOM JOBIM (JD ROSINHA)
393,9920000,AVENIDA CONCEIÇÃO
393,9920010,RUA ÉLBIO CAMILO
393,9920020,RUA SERRA ACARAÍ (PRQ REID)
393,9920025,PASSAGEM PARTICULAR (PRQ REID)
394,9920030,RUA SERRA DE MACAÉ (PRQ REID)
394,9920040,RUA SERRA DE MARACUJÁ (PRQ REI
393,9920050,RUA SERRA DA CANASTRA (PRQ REI
394,9920055,TRAVESSA SERRA DAS ESTRELAS (P
393,9920060,RUA JOSEFA SOARES DA CONCEIÇÃO
394,9920080,AVENIDA MARIA LEONOR (PRQ REID
394,9920090,RUA PIRACICABA (PRQ MAMEDE)
393,9920100,RUA MOGI MIRIM (PRQ MAMEDE)
393,9920110,RUA PARAPUÃ (VL IDA)
393,9920130,RUA BARRETOS (VL IDA)
393,9920140,RUA JOÃO DE ALMEIDA (VL IDA)
393,9920150,RUA RIO CLARO (VL IDA)
393,9920160,RUA DOUTOR JOÃO RIBEIRO (PRQ J
393,9920170,RUA JOSÉ MAGNANI (PRQ JABOTICA
393,9920175,RUA FRANCISCO ANSELMO GOMES DE
393,9920190,RUA GUAXUPÉ (VL M LEONOR)
393,9920200,PASSAGEM AUGUSTO ELIAS DA SILV
393,9920210,RUA JAÚ (VL M LEONOR)
394,9920220,RUA TORQUATO JOAQUIM RODRIGUES
394,9920230,RUA BEBEDOURO (VL M LEONOR)
394,9920250,RUA ANTÔNIO MARINO (VL M LEONO
394,9920260,RUA SÃO PAULO (VL S VICENTE)
394,9920270,RUA CECÍLIA QUEZALES DE ANDRAD
394,9920280,RUA MANOEL MARINO (VL S VICENT
394,9920290,RUA SEBASTIÃO ANDRADE BONANI (
394,9920300,RUA LÁZARA QUEIROZ DE LIMA (VL
394,9920320,RUA RUI BARBOSA (VL S VICENTE)
394,9920330,RUA SÃO VICENTE (VL S VICENTE)
394,9920340,RUA RIBEIRÃO PRETO (VL M LEONO
393,9920350,RUA PARIS (PRQ JABOTICABEIRAS)
393,9920360,RUA AVARÉ (PRQ JABOTICABEIRAS)
393,9920370,RUA JACAREÍ (PRQ JABOTICABEIRA
393,9920380,PRAÇA UBATUBA (VL M LEONOR)
393,9920390,RUA BRAGANÇA (VL M LEONOR)
393,9920400,RUA ITU (VL M LEONOR)
393,9920410,RUA ARARAQUARA (PRQ JABOTICABE
393,9920450,RUA SÃO FRANCISCO DE SALLES (P
393,9920460,RUA SAFIRA (JD DONINI)
393,9920470,RUA DOS BRILHANTES (JD DONINI)
393,9920480,RUA ÁGUA MARINHA (JD DONINI)
393,9920490,RUA DAS PÉROLAS (JD DONINI)
393,9920500,RUA TURMALINAS (JD DONINI)
393,9920520,RUA DAS ESMERALDAS (JD DONINI)
393,9920530,RUA SÍLVIO DONINI (JD DONINI)
393,9920540,RUA ANTÔNIO DOLL DE MORAES
393,9920550,PRAÇA ANGELINA DE MELLO (JD DO
393,9920560,PRAÇA DOS CRISTAIS (JD DONINI)
393,9920572,AVENIDA FÁBIO EDUARDO RAMOS ES
393,9920575,AVENIDA FÁBIO EDUARDO RAMOS ES
393,9920578,AVENIDA FÁBIO EDUARDO RAMOS ES
393,9920579,AVENIDA FÁBIO EDUARDO RAMOS ES
393,9920580,RUA DOS EVANGELISTAS (JD DONIN
393,9920590,RUA DOS RUBIS (JD DONINI)
393,9920595,PASSAGEM MARIA INÊS GOUVEIA DA
393,9920600,RUA TOPÁZIO (JD DONINI)
394,9920610,AVENIDA VEREADOR JUAREZ RIOS D
394,9920630,RUA LINS (PRQ JABOTICABEIRAS)
394,9920640,RUA CORUNHA (PRQ JABOTICABEIRA
394,9920650,RUA ORENSE (PRQ JABOTICABEIRAS
394,9920660,RUA VERIN (PRQ GALÍCIA)
394,9920670,RUA VIGO (PRQ GALÍCIA)
394,9920680,RUA LAZA (PRQ GALÍCIA)
394,9920690,RUA SALGADO DE CASTRO (PRQ GAL
394,9920700,RUA SHIGUEKI MATSUBARA
394,9920710,RUA VEREADOR GUSTAVO SONNEWEND
394,9920720,RUA ALZIRA
394,9920730,RUA JOÃO PAULO I
394,9921000,AVENIDA DAS NAÇÕES (JD NAÇÕES)
394,9921003,VIELA SÃO SEBASTIÃO (JD NAÇÕES
394,9921005,RUA MARINHO DE CARVALHO (VL MA
394,9921010,RUA OSLO (JD NAÇÕES)
394,9921020,RUA COLÔMBIA (JD NAÇÕES)
394,9921028,PASSAGEM ESTADOS UNIDOS (N H E
394,9921029,TRAVESSA ESTADOS UNIDOS (N H E
394,9921030,RUA ESTADOS UNIDOS (JD NAÇÕES)
394,9921040,RUA CANADÁ (VL MULFORD)
394,9921050,RUA ARGENTINA (JD NAÇÕES)
394,9921070,RUA BOLÍVIA (JD NAÇÕES)
394,9921080,RUA HAITI (JD NAÇÕES)
394,9921090,RUA CARACAS (JD NAÇÕES)
394,9921100,RUA QUITO (VL MULFORD)
394,9921110,RUA URUGUAI (JD NAÇÕES)
394,9921130,RUA EQUADOR (JD NAÇÕES)
394,9921140,RUA TÓQUIO (VL MULFORD)
394,9921150,RUA PERU (JD NAÇÕES)
394,9921160,RUA MÉXICO (JD NAÇÕES)
394,9921170,RUA CHILE (JD NAÇÕES)
394,9921180,RUA MOSCOU (VL MULFORD)
394,9921182,TRAVESSA PERU (VL MULFORD)
394,9921183,TRAVESSA URUGUAI (VL MULFORD)
394,9921184,TRAVESSA QUITO (VL MULFORD)
394,9921185,TRAVESSA CUBA (VL MULFORD)
394,9921186,TRAVESSA CHILE (VL MULFORD)
394,9921188,TRAVESSA ARGENTINA (VL MULFORD
394,9921190,RUA PEQUIM (VL MULFORD)
394,9921200,PRAÇA MÔNACO (JD NAÇÕES)
394,9921210,RUA MONTEVIDÉO (VL MULFORD)
394,9921230,RUA HAVANA (JD NAÇÕES)
394,9921240,RUA ONU (JD NAÇÕES)
394,9921245,RUA ROMA (JD NAÇÕES)
394,9921250,RUA NOVA YORQUE (JD NAÇÕES)
394,9921270,RUA SANTIAGO (JD NAÇÕES)
394,9921280,RUA HAYA (JD NAÇÕES)
394,9921290,RUA ATENAS (JD NAÇÕES)
394,9921300,RUA INTERNACIONAL (JD NAÇÕES)
394,9921310,RUA BUENOS AIRES (VL MULFORD)
394,9921320,RUA SIDNEY (JD NAÇÕES)
394,9921330,RUA SUL AMÉRICA (JD NAÇÕES)
394,9921340,RUA LA PAZ (JD NAÇÕES)
394,9921350,RUA LISBOA (VL MULFORD)
394,9921370,RUA PANAMÁ (JD NAÇÕES)
394,9921380,RUA BERLIM (JD NAÇÕES)
394,9921390,PASSAGEM BERLIM (JD NAÇÕES)
394,9921400,RUA VIENA (JD NAÇÕES)
394,9930270,AVENIDA PRESTES MAIA
394,9930280,RUA JACUÍ (JD S J TADEU)
394,9930290,RUA GEMA (JD S J TADEU)
394,9930330,RUA ANTÔNIO PALOMBO (VL MARQUE
394,9930340,RUA JOSÉ BERTO (VL MARQUES)
394,9930345,RUA BENEDITO ROQUE ALVES (VL M
394,9930350,RUA POLÔNIA (VL MARQUES)
394,9930450,AVENIDA PARANAPANEMA (JD S J T
394,9930460,RUA FERDINANDO DUCCA (JD V LÚC
394,9930470,RUA JOSÉ CARNEIRO CAMPOS (JD V
394,9930475,PASSAGEM VERA (JD V LÚCIA)
394,9930477,PASSAGEM DO CONJUNTO (JD V LÚC
394,9930480,RUA JOAQUIM JOSÉ FERREIRA (JD
394,9931390,AVENIDA LUIZ MERENDA
394,9931610,AVENIDA LUIGI PAPAIZ
397,9941201,AVENIDA FÁBIO EDUARDO RAMOS ES
397,9941445,RUA YAYÁ
397,9941690,RUA GOIÁS
397,9941720,RUA PERNAMBUCO
397,9941740,RUA BAHIA
397,9941760,RUA MINAS GERAIS
397,9942000,AVENIDA ANTÔNIO PIRANGA
397,9942080,RUA ALTINO ARANTES
395,9951000,RUA ANTÔNIO DIAS ADORNO
395,9951002,Av Dona Ruyce Ferraz Alvim
395,9951010,RUA BRUNO SPINOSA
395,9951020,RUA AGOSTINHO BARBALHO
395,9951030,RUA DOMINGOS DE AZEVEDO
395,9951040,RUA SEBASTIÃO FERNANDES TOURIN
395,9951050,RUA ANTÔNIO DE AZEVEDO
395,9951060,RUA SALVADOR CORREA DE SÁ
395,9951070,RUA ANTÔNIO PÁDULA (VL ANA SOF
395,9951080,RUA MANOEL DAMASCENO CARNEIRO
395,9951100,RUA ISAURA GUEDES (VL ANA SOFI
395,9951110,AVENIDA ALBERTO JAFET (VL ANA
395,9951120,RUA HUMBERTO MAROELLI DE MENDO
395,9951140,RUA ATAÍDE ROBERTO DOS SANTOS
395,9951150,RUA ISAO MATSUOKA (NH GOYOTIN)
395,9951160,RUA JOSÉ MASSON (VL GOYOTIN)
395,9951170,RUA JOSÉ MODESTO DE CARVALHO (
395,9951180,RUA BELCHIOR DIAS MOREIRA (JD
395,9951190,RUA NAOCHITI TANAKA (NH GOYOTI
395,9951200,RUA OSVALDO DE OLIVEIRA (VL GO
395,9951220,RUA ROBERTO BADOLATO (VL GOYOT
395,9951225,RUA IZAAC AIZEMBERG (VL GOYOTI
395,9951230,PRAÇA ENGENHEIRO HORÁCIO MESSI
395,9951240,RUA SOTOE SHIMIZU (VL GOYOTIN)
395,9951260,AVENIDA DONA IDA CERATI MAGRIN
395,9951270,RUA GEORG REXROTH (VL PE ANCHI
395,9951273,RUA CLARICE LISPECTOR
395,9951275,RUA ZÉLIA GATTAI
395,9951278,RUA RACHEL DE QUEIROZ
395,9951280,RUA PEDRO JOSÉ DE REZENDE
395,9951300,RUA MARIA HELENA (JD B VISTA)
395,9951310,RUA MANOEL RAMOS DOMINGUES (SA
395,9951320,RUA ATAULFO ALVES (SARA REGINA
395,9951330,RUA MARIA LUIZA (JD B VISTA)
395,9951340,RUA MARIA FLORINDA (JD B VISTA
395,9951350,RUA MARIA EMÍLIA (JD B VISTA)
395,9951360,RUA JOHANN KUZOLITZ
395,9951370,RUA LEONARDO ALVES OLIVEIRA
395,9951380,RUA TUPINIMOS (JD TAMOIO)
395,9951390,RUA CHAVANTES (SARA REGINA)
395,9951400,RUA TAPAXANAS (JD TAMOIO)
395,9951410,RUA MARIA AMÉLIA
395,9951420,RUA DOS CARIRIS (JD TAMOIO)
395,9951430,RUA DOS TABAJARAS
395,9951440,RUA DO CORREDOR (JD TAMOIO)
395,9951450,RUA CARIJÓS
395,9951460,RUA JÚLIO CAMPOS RODRIGUES
395,9951465,AVENIDA POR DO SOL (POR DO SOL
395,9951470,RUA DANIEL NUNES DE CASTRO
395,9951475,RUA NASCER DO SOL (POR DO SOL)
395,9951480,RUA BARTIRA
395,9951485,RUA SOL NASCENTE (POR DO SOL)
395,9951490,RUA RAIO DE LUAR (POR DO SOL)
395,9951495,RUA RAIO DE SOL (POR DO SOL)
395,9951496,RUA PATRÍCIA GALVÃO (POR DO SO
395,9951497,RUA ESTER MEDINA (POR DO SOL)
395,9951498,RUA SOL POENTE (POR DO SOL)
395,9951499,RUA RAUL POMPÉIA (POR DO SOL)
395,9951500,RUA JOÃO MENDES
395,9951510,RUA JOSÉ ROMÃO DE OLIVEIRA
395,9951520,RUA CAIAPÓS (JD TAMOIO)
395,9951530,RUA BAIBIRIS (JD TAMOIO)
395,9951540,PRAÇA RUI BARBOSA
395,9951550,PRAÇA BOM JESUS DE PIRAPORINHA
395,9951560,RUA DOS ESCUDEIROS
395,9951570,AVENIDA JURUBATUBA
395,9951580,RUA MOINHO FABRINI
395,9952205,RUA ASA BRANCA (JD NORDESTE)
395,9952208,RUA PATATIVA (JD NORDESTE)
397,9961210,RUA TOMÉ DE SOUZA (JD PIRAPORI
397,9961350,AVENIDA CASA GRANDE
397,9961390,AVENIDA FUNDIBEM (JD C GRANDE)
397,9961400,AVENIDA PRESIDENTE COSTA E SIL
397,9961540,Av Dona Ruyce Ferraz Alvim
397,9961550,Av Ferraz Alvim
397,9961730,RUA RIO DE JANEIRO (JD RUYCE)
397,9980025,Av Ferraz Alvim
397,9981360,Av Dona Ruyce Ferraz Alvim
